66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,64,64,64,64,255,255,64,203,255,203,64,255,64,64,255,255,64,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,64,64,255,255,64,64,255,64,203,255,203,64,255,64,64,255,255,64,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,64,64,255,255,255,255,255,255,64,203,64,255,255,64,255,64,255,64,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,64,64,48,48,255,255,255,48,186,48,255,255,48,255,48,255,48,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,48,48,255,255,255,48,255,255,255,48,255,255,48,48,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
2,255,255,255,255,255,48,48,255,255,48,48,255,255,255,48,255,255,255,48,255,255,48,48,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,48,48,48,48,48,48,48,48,48,48,255,255,255,255,48,255,255,255,48,255,255,255,48,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
2,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,64,64,64,255,255,64,255,255,255,64,255,64,64,64,64,255,255,255,255,64,64,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,64,255,255,255,64,255,64,255,255,255,64,255,64,255,255,255,64,255,255,64,255,255,64,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,64,255,255,255,255,255,255,64,255,255,255,64,255,64,255,255,255,64,255,64,255,255,255,255,64,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,48,255,255,255,255,255,255,48,48,48,64,64,255,48,48,48,48,255,255,48,255,255,255,255,64,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,48,255,255,255,255,255,255,48,255,255,255,48,255,48,255,48,255,255,255,48,255,255,255,255,48,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,48,255,255,255,48,255,48,255,255,255,48,255,48,255,255,48,255,255,255,48,255,255,48,255,255,255,255,3
67,255,255,255,255,255,255,255,255,255,255,255,255,48,48,48,255,255,48,255,255,255,48,255,48,255,255,255,48,255,255,255,48,48,48,48,48,48,48,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,3
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66

